"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 10:45:32 GMT 2023","Fri Apr 14 10:45:34 GMT 2023","2394","Test","test_conduit","TestConduit","","","Regisztráció",""
"passed","Fri Apr 14 10:45:59 GMT 2023","Fri Apr 14 10:46:18 GMT 2023","19165","Test","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Fri Apr 14 10:46:23 GMT 2023","Fri Apr 14 10:46:38 GMT 2023","15121","Test","test_conduit","TestConduit","","","Adat vagy adatok törlése",""
"passed","Fri Apr 14 10:45:26 GMT 2023","Fri Apr 14 10:45:31 GMT 2023","5056","Test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat használata",""
"passed","Fri Apr 14 10:45:51 GMT 2023","Fri Apr 14 10:45:58 GMT 2023","6945","Test","test_conduit","TestConduit","","","Új adat bevitel",""
"passed","Fri Apr 14 10:46:39 GMT 2023","Fri Apr 14 10:46:41 GMT 2023","2293","Test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Fri Apr 14 10:45:35 GMT 2023","Fri Apr 14 10:45:41 GMT 2023","5260","Test","test_conduit","TestConduit","","","Bejelentkezés",""
"passed","Fri Apr 14 10:46:19 GMT 2023","Fri Apr 14 10:46:21 GMT 2023","2663","Test","test_conduit","TestConduit","","","Meglévő adat módosítás",""
"passed","Fri Apr 14 10:45:48 GMT 2023","Fri Apr 14 10:45:50 GMT 2023","1332","Test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 14 10:45:42 GMT 2023","Fri Apr 14 10:45:47 GMT 2023","5372","Test","test_conduit","TestConduit","","","Adatok listázása",""
