"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 21:14:38 GMT 2023","Sat Apr 22 21:14:44 GMT 2023","5372","Test","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Sat Apr 22 21:15:40 GMT 2023","Sat Apr 22 21:15:42 GMT 2023","2444","Test","test_conduit","TestConduit","","","Adatok lementése felületről",""
"passed","Sat Apr 22 21:15:20 GMT 2023","Sat Apr 22 21:15:22 GMT 2023","2040","Test","test_conduit","TestConduit","","","Meglévő adat módosítás",""
"passed","Sat Apr 22 21:14:22 GMT 2023","Sat Apr 22 21:14:27 GMT 2023","5057","Test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat használata",""
"passed","Sat Apr 22 21:15:43 GMT 2023","Sat Apr 22 21:15:46 GMT 2023","2296","Test","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Sat Apr 22 21:15:24 GMT 2023","Sat Apr 22 21:15:39 GMT 2023","15086","Test","test_conduit","TestConduit","","","Adat vagy adatok törlése",""
"passed","Sat Apr 22 21:14:47 GMT 2023","Sat Apr 22 21:14:59 GMT 2023","12353","Test","test_conduit","TestConduit","","","Új adat bevitel",""
"passed","Sat Apr 22 21:14:32 GMT 2023","Sat Apr 22 21:14:37 GMT 2023","5257","Test","test_conduit","TestConduit","","","Bejelentkezés",""
"passed","Sat Apr 22 21:15:01 GMT 2023","Sat Apr 22 21:15:19 GMT 2023","18577","Test","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Sat Apr 22 21:14:28 GMT 2023","Sat Apr 22 21:14:31 GMT 2023","2399","Test","test_conduit","TestConduit","","","Regisztráció",""
"passed","Sat Apr 22 21:14:45 GMT 2023","Sat Apr 22 21:14:46 GMT 2023","1383","Test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
