"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 19:08:38 GMT 2023","Thu Apr 13 19:08:40 GMT 2023","1338","Test","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Thu Apr 13 19:08:22 GMT 2023","Thu Apr 13 19:08:24 GMT 2023","2393","Test","test_conduit","TestConduit","","","Regisztráció",""
"passed","Thu Apr 13 19:09:13 GMT 2023","Thu Apr 13 19:09:28 GMT 2023","14688","Test","test_conduit","TestConduit","","","Adat vagy adatok törlése",""
"passed","Thu Apr 13 19:08:16 GMT 2023","Thu Apr 13 19:08:21 GMT 2023","5055","Test","test_conduit","TestConduit","","","Adatkezelési nyilatkozat használata",""
"passed","Thu Apr 13 19:08:49 GMT 2023","Thu Apr 13 19:09:08 GMT 2023","18572","Test","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból",""
"passed","Thu Apr 13 19:09:09 GMT 2023","Thu Apr 13 19:09:12 GMT 2023","2635","Test","test_conduit","TestConduit","","","Meglévő adat módosítás",""
"passed","Thu Apr 13 19:08:25 GMT 2023","Thu Apr 13 19:08:31 GMT 2023","5259","Test","test_conduit","TestConduit","","","Bejelentkezés",""
"passed","Thu Apr 13 19:08:41 GMT 2023","Thu Apr 13 19:08:48 GMT 2023","6905","Test","test_conduit","TestConduit","","","Új adat bevitel",""
"passed","Thu Apr 13 19:08:32 GMT 2023","Thu Apr 13 19:08:37 GMT 2023","5364","Test","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Thu Apr 13 19:09:29 GMT 2023","Thu Apr 13 19:09:31 GMT 2023","2289","Test","test_conduit","TestConduit","","","Kijelentkezés",""
